area_type,availability,location,size,society,bath,balcony,price,total_squaremeter
Plot Area,03-Nov,Şişli,5+1,Park Bahçesi,2,0,18771783,183.94794000000002
Super built-up Area,28-Aug,Şişli,1+1,Panorama Evleri,1,2,9590408,90.11591
Super built-up Area,16-Jul,Bahçelievler,2+1,Kule Evleri,2,1,6025863,106.83845000000001
Built-up Area,24-Oct,Ataşehir,3+1,Bosphorus View,3,2,11376314,151.43189
Super built-up Area,13-Oct,Kadıköy,4+1,Denizpark Konakları,3,1,14071310,182.08988
Super built-up Area,15-Mar,Ataşehir,2+1,Denizpark Konakları,2,0,7684603,106.83845000000001
Plot Area,12-Sep,Kadıköy,2+1,Panorama Evleri,1,2,15473377,206.24466
Built-up Area,23-May,Maltepe,4+1,Panorama Evleri,1,0,9814576,133.78032000000002
Super built-up Area,21-Jul,Ataşehir,4+1,Park Bahçesi,4,1,7168017,79.89658
Super built-up Area,09-Mar,Şişli,3+1,Panorama Evleri,2,0,10857878,182.08988
Plot Area,04-Apr,Beşiktaş,4+1,Mavi Apartman,4,2,18736167,218.32205000000002
Built-up Area,01-Sep,Fatih,3+1,Denizpark Konakları,2,2,6054261,69.67725
Super built-up Area,19-Mar,Ataşehir,3+1,Panorama Evleri,4,1,13671588,183.01891
Super built-up Area,10-May,Fatih,2+1,Yakamoz Sitesi,2,0,6596699,92.903
Built-up Area,06-Aug,Maltepe,3+1,Denizpark Konakları,4,0,7761125,130.99323
Plot Area,14-Feb,Fatih,1+1,Denizpark Konakları,1,1,10733978,137.49644
Super built-up Area,10-May,Kadıköy,5+1,Kule Evleri,3,1,13422957,167.2254
Built-up Area,12-Dec,Ataşehir,3+1,Mavi Apartman,1,1,17894170,232.2575
Super built-up Area,19-Apr,Ataşehir,2+1,Yakamoz Sitesi,2,1,6335077,71.53531
Plot Area,05-Dec,Beşiktaş,3+1,Panorama Evleri,2,0,18353802,222.9672
Plot Area,15-Jun,Ataşehir,4+1,Yakamoz Sitesi,4,1,6356884,64.10307
Plot Area,02-Jul,Şişli,2+1,Panorama Evleri,1,2,14426026,169.08346
Built-up Area,29-Apr,Fatih,1+1,Mavi Apartman,1,0,8536420,117.05778000000001
Plot Area,27-Jan,Maltepe,2+1,Yakamoz Sitesi,2,1,11172473,159.79316
Plot Area,14-Oct,Bahçelievler,1+1,Panorama Evleri,2,1,9002946,141.21256
Super built-up Area,03-Jul,Bahçelievler,1+1,Park Bahçesi,1,0,6240513,90.11591
Built-up Area,09-Dec,Kadıköy,1+1,Bosphorus View,1,0,10056072,141.21256
Built-up Area,10-May,Bahçelievler,3+1,Bosphorus View,4,0,10702363,125.41905
Plot Area,25-Jun,Beşiktaş,4+1,Kule Evleri,2,0,16538324,202.52854
Super built-up Area,29-Mar,Şişli,2+1,Denizpark Konakları,2,1,5035486,60.38695
Built-up Area,09-Nov,Bahçelievler,5+1,Mavi Apartman,4,0,4873821,73.39337
Plot Area,17-Nov,Şişli,2+1,Denizpark Konakları,1,1,16775073,204.38660000000002
Plot Area,12-Jun,Beşiktaş,4+1,Kule Evleri,2,1,18155683,216.46399
Plot Area,08-Aug,Kadıköy,5+1,Yakamoz Sitesi,3,1,10098409,105.90942
Built-up Area,22-May,Beşiktaş,2+1,Panorama Evleri,3,2,7510775,73.39337
Super built-up Area,12-Jul,Beşiktaş,5+1,Bosphorus View,1,0,5237995,68.74822
Plot Area,12-Aug,Beşiktaş,1+1,Panorama Evleri,1,0,23027139,222.9672
Super built-up Area,17-Jun,Bahçelievler,5+1,Panorama Evleri,4,2,5978708,96.61912000000001
Plot Area,27-Jan,Bahçelievler,2+1,Denizpark Konakları,2,2,4685432,62.24501
Super built-up Area,22-Jan,Bahçelievler,5+1,Mavi Apartman,3,2,13522754,211.81884
Plot Area,17-Aug,Beşiktaş,5+1,Bosphorus View,4,0,11599409,90.11591
Super built-up Area,29-Apr,Ataşehir,5+1,Kule Evleri,1,2,7092187,86.39979
Super built-up Area,22-Jul,Şişli,5+1,Park Bahçesi,1,0,6518021,65.96113
Super built-up Area,28-Sep,Bahçelievler,5+1,Yakamoz Sitesi,4,1,5896788,101.26427
Super built-up Area,22-Oct,Beşiktaş,3+1,Yakamoz Sitesi,1,0,10178138,118.91584
Super built-up Area,15-Jan,Kadıköy,4+1,Kule Evleri,3,1,14929876,177.44473
Built-up Area,13-Feb,Fatih,3+1,Park Bahçesi,4,1,16136723,225.75429
Super built-up Area,19-Mar,Maltepe,3+1,Mavi Apartman,4,1,9674626,149.57383000000002
Super built-up Area,16-May,Beşiktaş,5+1,Panorama Evleri,1,1,22183715,183.94794000000002
Super built-up Area,31-Oct,Fatih,3+1,Kule Evleri,3,1,18561066,211.81884
Built-up Area,17-Dec,Kadıköy,3+1,Yakamoz Sitesi,3,0,12029150,175.58667
Built-up Area,09-May,Beşiktaş,3+1,Panorama Evleri,3,2,17437086,224.82526000000001
Super built-up Area,08-May,Fatih,3+1,Mavi Apartman,4,1,8099497,93.83203
Plot Area,30-Nov,Fatih,4+1,Park Bahçesi,3,1,16725993,198.81242
Built-up Area,10-Jul,Fatih,3+1,Bosphorus View,2,1,11119945,122.63196
Plot Area,10-Aug,Ataşehir,4+1,Denizpark Konakları,4,1,6702279,80.82561
Built-up Area,19-Oct,Şişli,4+1,Yakamoz Sitesi,3,2,12726268,131.92226
Plot Area,15-May,Fatih,4+1,Bosphorus View,4,2,11536150,123.56099
Plot Area,29-Sep,Ataşehir,5+1,Denizpark Konakları,4,1,5034862,76.18046
Super built-up Area,30-Aug,Bahçelievler,1+1,Denizpark Konakları,1,2,5159665,78.03852
Plot Area,16-May,Şişli,3+1,Kule Evleri,3,0,12946741,157.9351
Built-up Area,24-Feb,Beşiktaş,2+1,Bosphorus View,1,2,14562175,188.59309000000002
Built-up Area,18-Aug,Kadıköy,5+1,Mavi Apartman,3,0,13576230,143.99965
Plot Area,21-Nov,Ataşehir,1+1,Mavi Apartman,1,2,7843672,105.90942
Super built-up Area,09-Sep,Kadıköy,1+1,Panorama Evleri,1,2,7119889,88.25785
Super built-up Area,27-Apr,Beşiktaş,5+1,Panorama Evleri,2,1,6656486,62.24501
Plot Area,07-Mar,Kadıköy,4+1,Mavi Apartman,1,1,11874582,173.72861
Built-up Area,10-Apr,Şişli,2+1,Yakamoz Sitesi,1,1,8066586,118.91584
Super built-up Area,18-Jul,Ataşehir,1+1,Panorama Evleri,2,1,7005595,103.12233
Built-up Area,22-Sep,Şişli,5+1,Yakamoz Sitesi,4,1,8895268,78.03852
Plot Area,22-Jun,Fatih,3+1,Kule Evleri,3,2,17095035,202.52854
Super built-up Area,30-Sep,Kadıköy,5+1,Kule Evleri,3,2,15441739,199.74145000000001
Super built-up Area,27-Jan,Kadıköy,3+1,Kule Evleri,4,0,11636520,110.55457
Built-up Area,25-May,Şişli,3+1,Kule Evleri,4,0,16863808,222.03817
Built-up Area,10-Aug,Bahçelievler,2+1,Kule Evleri,2,1,3887124,55.7418
Plot Area,29-Oct,Bahçelievler,2+1,Panorama Evleri,2,1,3941313,59.45792
Plot Area,28-Mar,Şişli,2+1,Kule Evleri,2,1,8885631,100.33524
Built-up Area,10-Jan,Maltepe,2+1,Mavi Apartman,3,2,7207372,117.05778000000001
Built-up Area,14-Dec,Kadıköy,2+1,Bosphorus View,3,2,17662787,221.10914
Super built-up Area,14-Jul,Şişli,4+1,Bosphorus View,1,1,7720887,123.56099
Plot Area,27-Sep,Ataşehir,1+1,Bosphorus View,2,1,11796395,156.07704
Super built-up Area,01-Apr,Şişli,4+1,Mavi Apartman,1,2,11446075,135.63838
Plot Area,16-Feb,Kadıköy,5+1,Kule Evleri,4,1,7309225,118.91584
Plot Area,08-Dec,Beşiktaş,1+1,Kule Evleri,2,0,13958233,188.59309000000002
Super built-up Area,27-Sep,Ataşehir,1+1,Mavi Apartman,2,1,8768936,156.07704
Built-up Area,20-Oct,Maltepe,1+1,Mavi Apartman,1,1,3655930,65.96113
Plot Area,18-Feb,Bahçelievler,1+1,Bosphorus View,1,1,5290004,68.74822
Built-up Area,10-Jan,Beşiktaş,3+1,Bosphorus View,4,1,13976753,136.56741
Plot Area,27-May,Maltepe,3+1,Kule Evleri,4,1,8146168,101.26427
Built-up Area,11-Aug,Kadıköy,3+1,Bosphorus View,2,2,9774166,161.65122
Plot Area,12-Sep,Şişli,1+1,Yakamoz Sitesi,2,0,16579993,222.03817
Built-up Area,10-Jan,Fatih,2+1,Mavi Apartman,2,2,11003920,143.07062
Super built-up Area,07-Jul,Beşiktaş,2+1,Denizpark Konakları,3,0,19623471,203.45757
Built-up Area,21-Oct,Şişli,4+1,Kule Evleri,1,0,11326502,104.05136
Super built-up Area,07-Oct,Ataşehir,4+1,Panorama Evleri,1,2,8479480,87.32882000000001
Built-up Area,18-Sep,Kadıköy,5+1,Yakamoz Sitesi,1,2,20402055,222.03817
Plot Area,27-Oct,Maltepe,3+1,Park Bahçesi,2,0,9116745,134.70935
Plot Area,28-Aug,Beşiktaş,1+1,Yakamoz Sitesi,1,2,16723481,188.59309000000002
Plot Area,25-Mar,Ataşehir,5+1,Kule Evleri,3,1,12117927,143.99965
Built-up Area,01-Dec,Ataşehir,4+1,Mavi Apartman,4,1,7904764,81.75464
Plot Area,10-Mar,Şişli,2+1,Bosphorus View,3,1,6349812,104.05136
Plot Area,21-Sep,Ataşehir,1+1,Panorama Evleri,2,0,6048905,88.25785
Plot Area,17-Oct,Beşiktaş,2+1,Denizpark Konakları,2,1,7571427,88.25785
Super built-up Area,09-Nov,Fatih,4+1,Kule Evleri,2,1,7966336,92.903
Plot Area,17-Jul,Bahçelievler,1+1,Yakamoz Sitesi,1,0,11284964,134.70935
Super built-up Area,10-Aug,Şişli,1+1,Panorama Evleri,2,1,5658748,60.38695
Plot Area,12-Oct,Bahçelievler,1+1,Bosphorus View,1,0,13492377,209.03175000000002
Plot Area,17-Dec,Kadıköy,5+1,Bosphorus View,3,0,15457693,143.99965
Super built-up Area,12-Nov,Fatih,5+1,Panorama Evleri,4,0,13737147,206.24466
Plot Area,27-May,Bahçelievler,5+1,Kule Evleri,1,0,9002721,121.70293000000001
Super built-up Area,17-Jan,Bahçelievler,5+1,Panorama Evleri,1,2,10504990,134.70935
Super built-up Area,27-Jan,Ataşehir,1+1,Denizpark Konakları,2,2,11161298,111.4836
Plot Area,01-Aug,Kadıköy,1+1,Park Bahçesi,2,2,12231668,191.38018
Super built-up Area,29-Jul,Maltepe,3+1,Panorama Evleri,4,1,5243523,80.82561
Super built-up Area,08-Oct,Kadıköy,5+1,Park Bahçesi,1,1,6129998,72.46434
Built-up Area,12-Oct,Kadıköy,3+1,Bosphorus View,1,1,9745226,147.71577
Plot Area,03-Oct,Fatih,3+1,Bosphorus View,3,0,12804816,178.37376
Built-up Area,14-Nov,Beşiktaş,3+1,Denizpark Konakları,2,2,13035725,157.9351
Built-up Area,08-Jul,Ataşehir,5+1,Denizpark Konakları,1,0,11598394,157.9351
Plot Area,06-Mar,Ataşehir,5+1,Panorama Evleri,3,2,14950056,209.03175000000002
Plot Area,08-Jan,Şişli,5+1,Mavi Apartman,1,1,15637042,165.36734
Plot Area,22-Feb,Beşiktaş,1+1,Bosphorus View,1,2,7442212,109.62554
Built-up Area,24-Dec,Maltepe,4+1,Mavi Apartman,2,1,5870822,70.60628
Plot Area,13-Oct,Kadıköy,4+1,Kule Evleri,2,2,5242619,55.7418
Plot Area,13-Apr,Beşiktaş,5+1,Denizpark Konakları,4,1,20480169,211.81884
Super built-up Area,20-Jan,Şişli,5+1,Denizpark Konakları,2,0,6731627,92.903
Built-up Area,08-Oct,Şişli,1+1,Panorama Evleri,1,2,9264222,142.14159
Built-up Area,24-Nov,Fatih,3+1,Mavi Apartman,4,0,15848356,209.03175000000002
Plot Area,22-Jan,Beşiktaş,2+1,Yakamoz Sitesi,3,0,8938571,81.75464
Super built-up Area,29-Dec,Şişli,2+1,Panorama Evleri,2,0,8436324,99.40621
Super built-up Area,04-May,Maltepe,5+1,Park Bahçesi,1,1,3090627,65.96113
Built-up Area,17-Jan,Fatih,2+1,Mavi Apartman,2,2,18074921,197.88339
Super built-up Area,04-Aug,Maltepe,1+1,Kule Evleri,1,1,10121643,166.29637
Super built-up Area,31-Mar,Ataşehir,1+1,Bosphorus View,1,2,4357296,62.24501
Super built-up Area,16-Jul,Maltepe,2+1,Yakamoz Sitesi,3,2,7488148,142.14159
Built-up Area,24-Mar,Kadıköy,4+1,Mavi Apartman,3,0,13688381,175.58667
Super built-up Area,08-Sep,Maltepe,5+1,Bosphorus View,4,1,4313860,55.7418
Super built-up Area,08-Jan,Beşiktaş,2+1,Mavi Apartman,1,1,15147092,168.15443
Super built-up Area,04-Jan,Bahçelievler,2+1,Denizpark Konakları,1,1,9149565,160.72219
Super built-up Area,20-Feb,Ataşehir,3+1,Yakamoz Sitesi,4,2,11494480,167.2254
Super built-up Area,22-Jan,Şişli,4+1,Park Bahçesi,3,1,6502785,72.46434
Plot Area,29-Mar,Fatih,5+1,Denizpark Konakları,1,2,11335379,220.18011
Super built-up Area,13-Aug,Kadıköy,2+1,Yakamoz Sitesi,1,2,13366987,179.30279000000002
Super built-up Area,22-Jan,Beşiktaş,2+1,Mavi Apartman,1,2,15542982,169.08346
Super built-up Area,23-Sep,Ataşehir,5+1,Yakamoz Sitesi,4,2,7659686,104.05136
Built-up Area,25-Feb,Bahçelievler,4+1,Mavi Apartman,4,2,10972864,114.27069
Built-up Area,04-Jan,Fatih,4+1,Kule Evleri,2,2,11472086,126.34808000000001
Plot Area,21-Apr,Kadıköy,4+1,Mavi Apartman,2,0,13438014,167.2254
Built-up Area,19-Nov,Ataşehir,5+1,Yakamoz Sitesi,2,1,13165318,225.75429
Plot Area,21-Jul,Kadıköy,3+1,Mavi Apartman,2,2,17760993,221.10914
Super built-up Area,25-Nov,Maltepe,2+1,Bosphorus View,3,1,3870458,73.39337
Built-up Area,02-Mar,Maltepe,5+1,Park Bahçesi,4,2,10798770,166.29637
Plot Area,20-Nov,Ataşehir,2+1,Bosphorus View,3,1,13443387,198.81242
Built-up Area,05-Dec,Fatih,3+1,Bosphorus View,3,0,5003878,60.38695
Built-up Area,19-Mar,Şişli,4+1,Bosphorus View,4,2,19490130,222.9672
Built-up Area,28-Oct,Şişli,5+1,Park Bahçesi,4,1,16048237,183.01891
Super built-up Area,06-May,Fatih,1+1,Kule Evleri,2,2,7457575,95.69009
Plot Area,10-Apr,Ataşehir,1+1,Panorama Evleri,2,2,12515050,148.6448
Plot Area,14-May,Beşiktaş,3+1,Panorama Evleri,4,0,15350907,201.59951
Plot Area,23-Feb,Şişli,1+1,Park Bahçesi,1,0,15059172,160.72219
Super built-up Area,31-Jul,Kadıköy,4+1,Mavi Apartman,3,2,16250794,207.17369
Built-up Area,08-Jul,Fatih,1+1,Kule Evleri,1,0,9595269,135.63838
Plot Area,25-Oct,Beşiktaş,5+1,Park Bahçesi,1,0,21867430,230.39944
Super built-up Area,10-Sep,Bahçelievler,4+1,Park Bahçesi,1,2,6208498,69.67725
Plot Area,02-Sep,Ataşehir,5+1,Yakamoz Sitesi,2,2,10100735,131.92226
Plot Area,24-Oct,Kadıköy,3+1,Kule Evleri,2,1,8457893,117.05778000000001
Built-up Area,04-Dec,Ataşehir,4+1,Denizpark Konakları,2,1,10353109,143.07062
Plot Area,21-Nov,Kadıköy,1+1,Bosphorus View,1,0,10632411,151.43189
Super built-up Area,01-Aug,Şişli,3+1,Mavi Apartman,2,0,12576555,150.50286
Built-up Area,27-Jun,Fatih,2+1,Kule Evleri,3,1,20803374,225.75429
Plot Area,20-Sep,Beşiktaş,4+1,Park Bahçesi,4,2,25395512,217.39302
Plot Area,10-Dec,Ataşehir,2+1,Park Bahçesi,2,1,5872992,106.83845000000001
Plot Area,19-May,Maltepe,2+1,Mavi Apartman,2,2,13078123,196.02533
Super built-up Area,05-Sep,Bahçelievler,2+1,Panorama Evleri,2,2,11703633,130.0642
Super built-up Area,21-May,Beşiktaş,2+1,Park Bahçesi,1,0,8767732,91.97397000000001
Plot Area,10-Dec,Fatih,3+1,Park Bahçesi,2,0,7557838,85.47076
Built-up Area,11-Jun,Bahçelievler,1+1,Bosphorus View,1,1,8760761,130.0642
Built-up Area,28-Jan,Bahçelievler,4+1,Panorama Evleri,2,2,15703933,211.81884
Built-up Area,18-Apr,Şişli,3+1,Kule Evleri,4,1,11352832,121.70293000000001
Plot Area,21-Nov,Şişli,4+1,Park Bahçesi,2,2,13534838,154.21898000000002
Super built-up Area,20-May,Maltepe,4+1,Kule Evleri,2,1,9494206,115.19972
Plot Area,08-Nov,Ataşehir,1+1,Kule Evleri,1,2,10677936,217.39302
Built-up Area,24-Jul,Bahçelievler,3+1,Panorama Evleri,3,1,7173930,93.83203
Super built-up Area,29-Dec,Şişli,5+1,Yakamoz Sitesi,1,0,10014602,129.13517000000002
Plot Area,15-Nov,Fatih,3+1,Bosphorus View,1,2,6279517,80.82561
Built-up Area,21-Feb,Maltepe,1+1,Panorama Evleri,1,2,6605153,149.57383000000002
Built-up Area,13-Aug,Şişli,3+1,Mavi Apartman,4,0,11315416,196.02533
Plot Area,23-Oct,Şişli,1+1,Kule Evleri,1,0,11636815,143.99965
Super built-up Area,01-Oct,Şişli,2+1,Mavi Apartman,3,1,13639426,140.28353
Built-up Area,04-Nov,Kadıköy,3+1,Bosphorus View,2,2,6245351,86.39979
Built-up Area,30-Apr,Kadıköy,3+1,Kule Evleri,2,1,10762072,165.36734
Plot Area,07-Dec,Şişli,2+1,Panorama Evleri,3,1,15935969,180.23182
Built-up Area,24-Apr,Şişli,3+1,Panorama Evleri,1,1,6515062,85.47076
Plot Area,02-May,Maltepe,2+1,Denizpark Konakları,3,0,12081301,205.31563
Plot Area,13-Nov,Şişli,4+1,Kule Evleri,2,0,10051547,108.69651
Built-up Area,30-Jan,Ataşehir,3+1,Kule Evleri,4,0,6874292,90.11591
Super built-up Area,26-Nov,Kadıköy,1+1,Panorama Evleri,2,1,12706047,157.00607
Super built-up Area,26-Jan,Fatih,2+1,Panorama Evleri,2,1,13871107,139.3545
Plot Area,21-Aug,Şişli,4+1,Denizpark Konakları,4,0,13243852,178.37376
Built-up Area,03-Dec,Maltepe,2+1,Mavi Apartman,1,1,9785570,153.28995
Super built-up Area,19-May,Maltepe,3+1,Panorama Evleri,2,1,4392177,56.67083
Super built-up Area,13-Mar,Kadıköy,3+1,Yakamoz Sitesi,1,1,9546935,141.21256
Super built-up Area,05-Jun,Maltepe,3+1,Park Bahçesi,1,1,10787850,130.99323
Super built-up Area,23-Mar,Bahçelievler,2+1,Yakamoz Sitesi,3,2,12874395,168.15443
Plot Area,29-Apr,Maltepe,3+1,Denizpark Konakları,2,1,6759494,104.98039
Plot Area,15-May,Bahçelievler,1+1,Mavi Apartman,1,2,6532426,104.05136
Super built-up Area,03-Apr,Fatih,2+1,Mavi Apartman,1,2,10854911,102.19330000000001
Super built-up Area,02-Oct,Fatih,1+1,Park Bahçesi,2,2,12706257,126.34808000000001
Built-up Area,21-Jul,Bahçelievler,2+1,Kule Evleri,1,0,3266524,58.528890000000004
Super built-up Area,24-May,Ataşehir,4+1,Denizpark Konakları,3,1,13971391,193.23824000000002
Super built-up Area,19-Jun,Bahçelievler,5+1,Mavi Apartman,4,0,7708864,92.903
Built-up Area,17-Mar,Ataşehir,1+1,Mavi Apartman,2,0,13196096,176.5157
Plot Area,14-Dec,Beşiktaş,4+1,Kule Evleri,4,2,12593237,122.63196
Plot Area,12-Nov,Şişli,4+1,Kule Evleri,2,1,9404139,114.27069
Plot Area,18-Apr,Kadıköy,3+1,Mavi Apartman,2,0,15707465,216.46399
Plot Area,25-Aug,Maltepe,3+1,Park Bahçesi,2,2,12320226,202.52854
Super built-up Area,21-Jun,Bahçelievler,1+1,Kule Evleri,1,1,13824348,183.01891
Plot Area,28-Jun,Kadıköy,1+1,Yakamoz Sitesi,2,1,14275194,200.67048
Plot Area,17-Feb,Kadıköy,3+1,Mavi Apartman,1,1,23625219,214.60593
Plot Area,21-Jul,Beşiktaş,5+1,Mavi Apartman,1,1,10532699,106.83845000000001
Super built-up Area,05-Feb,Fatih,5+1,Kule Evleri,2,2,14351171,167.2254
Plot Area,28-May,Maltepe,3+1,Park Bahçesi,3,2,5845022,66.89016000000001
Plot Area,19-Jul,Ataşehir,3+1,Bosphorus View,1,1,9167477,128.20614
Super built-up Area,16-Jul,Beşiktaş,4+1,Mavi Apartman,3,2,11276874,91.97397000000001
Super built-up Area,27-Apr,Bahçelievler,2+1,Denizpark Konakları,2,1,8179046,203.45757
Plot Area,14-May,Kadıköy,1+1,Yakamoz Sitesi,2,1,6686922,72.46434
Built-up Area,26-May,Şişli,2+1,Denizpark Konakları,1,2,21519876,229.47041000000002
Super built-up Area,17-Apr,Beşiktaş,1+1,Yakamoz Sitesi,1,0,16479612,179.30279000000002
Built-up Area,29-Feb,Kadıköy,3+1,Park Bahçesi,1,0,4378079,71.53531
Super built-up Area,01-Nov,Beşiktaş,4+1,Panorama Evleri,2,2,14659727,177.44473
Built-up Area,12-Mar,Bahçelievler,5+1,Panorama Evleri,3,2,3855833,69.67725
Super built-up Area,14-Sep,Ataşehir,1+1,Denizpark Konakları,2,1,6619630,87.32882000000001
Super built-up Area,10-Aug,Beşiktaş,3+1,Panorama Evleri,1,0,24098716,232.2575
Plot Area,07-Oct,Bahçelievler,3+1,Park Bahçesi,3,2,11215246,207.17369
Built-up Area,14-Aug,Ataşehir,3+1,Mavi Apartman,1,1,10405720,109.62554
Built-up Area,12-Sep,Şişli,1+1,Yakamoz Sitesi,2,2,18613727,206.24466
Built-up Area,05-Jul,Bahçelievler,3+1,Denizpark Konakları,3,1,10876399,143.07062
Built-up Area,21-Jan,Ataşehir,2+1,Park Bahçesi,3,1,7585383,95.69009
Plot Area,07-Mar,Ataşehir,5+1,Bosphorus View,3,1,5793202,55.7418
Plot Area,21-May,Kadıköy,3+1,Panorama Evleri,3,0,20782491,222.9672
Plot Area,26-Jan,Kadıköy,4+1,Bosphorus View,3,0,15029602,222.9672
Built-up Area,26-Jul,Şişli,4+1,Panorama Evleri,1,2,9832043,111.4836
Plot Area,08-Mar,Bahçelievler,1+1,Mavi Apartman,1,0,12309624,199.74145000000001
Built-up Area,28-May,Bahçelievler,1+1,Park Bahçesi,1,1,13988763,211.81884
Built-up Area,15-Jan,Kadıköy,5+1,Park Bahçesi,1,1,13118044,166.29637
Built-up Area,14-Apr,Bahçelievler,2+1,Park Bahçesi,2,2,10385001,137.49644
Super built-up Area,16-Nov,Maltepe,3+1,Kule Evleri,4,2,5930741,69.67725
Plot Area,23-Feb,Maltepe,1+1,Mavi Apartman,1,0,14622901,191.38018
Built-up Area,24-Oct,Beşiktaş,1+1,Mavi Apartman,2,0,13282331,143.07062
Super built-up Area,27-Aug,Beşiktaş,3+1,Park Bahçesi,4,1,10946770,112.41263000000001
Plot Area,25-Oct,Kadıköy,1+1,Denizpark Konakları,2,2,21854115,226.68332
Plot Area,10-Mar,Fatih,4+1,Panorama Evleri,3,2,7727486,102.19330000000001
Plot Area,12-Sep,Beşiktaş,4+1,Bosphorus View,4,2,7508126,76.18046
Built-up Area,09-Mar,Şişli,2+1,Panorama Evleri,2,0,5873067,78.03852
Super built-up Area,19-Aug,Maltepe,5+1,Bosphorus View,3,2,8610476,87.32882000000001
Built-up Area,10-Dec,Kadıköy,4+1,Panorama Evleri,1,2,6363970,75.25143
Super built-up Area,19-Feb,Kadıköy,5+1,Mavi Apartman,4,0,16341895,190.45115
Plot Area,15-Apr,Fatih,1+1,Kule Evleri,1,1,20664488,232.2575
Super built-up Area,08-Dec,Bahçelievler,1+1,Park Bahçesi,2,2,10776588,154.21898000000002
Plot Area,12-Sep,Şişli,3+1,Kule Evleri,1,2,13577230,136.56741
Super built-up Area,18-Jul,Beşiktaş,1+1,Mavi Apartman,2,1,10520454,118.91584
Super built-up Area,25-Jun,Bahçelievler,5+1,Park Bahçesi,4,1,8136586,103.12233
Super built-up Area,24-Feb,Bahçelievler,5+1,Mavi Apartman,4,2,12675606,216.46399
Super built-up Area,06-Oct,Fatih,1+1,Yakamoz Sitesi,1,2,4477012,69.67725
Super built-up Area,07-Oct,Bahçelievler,1+1,Yakamoz Sitesi,1,0,5478031,81.75464
Built-up Area,26-Apr,Fatih,3+1,Park Bahçesi,2,1,8729892,128.20614
Built-up Area,27-Jul,Fatih,1+1,Bosphorus View,1,0,19108429,176.5157
Super built-up Area,21-Jul,Maltepe,5+1,Denizpark Konakları,3,2,10420431,114.27069
Super built-up Area,27-Aug,Maltepe,1+1,Bosphorus View,1,0,12511423,174.65764000000001
Super built-up Area,04-May,Şişli,3+1,Panorama Evleri,1,0,9141314,114.27069
Plot Area,02-Jun,Ataşehir,3+1,Denizpark Konakları,2,2,12023328,143.07062
Built-up Area,31-Oct,Şişli,5+1,Bosphorus View,3,2,16872773,213.67690000000002
Super built-up Area,25-Mar,Bahçelievler,5+1,Yakamoz Sitesi,2,0,14091684,204.38660000000002
Plot Area,12-Aug,Kadıköy,2+1,Bosphorus View,1,2,15630971,213.67690000000002
Plot Area,04-Apr,Kadıköy,2+1,Kule Evleri,2,1,15919565,214.60593
Super built-up Area,22-Aug,Kadıköy,3+1,Kule Evleri,1,0,16444563,192.30921
Built-up Area,18-Aug,Bahçelievler,4+1,Bosphorus View,1,0,16618357,217.39302
Built-up Area,04-Dec,Fatih,2+1,Denizpark Konakları,2,0,15453493,223.89623
Plot Area,03-Aug,Beşiktaş,5+1,Park Bahçesi,4,1,17543861,185.806
Built-up Area,15-Aug,Şişli,2+1,Mavi Apartman,2,2,13844125,153.28995
Plot Area,08-Jan,Fatih,1+1,Yakamoz Sitesi,2,2,17847757,206.24466
Super built-up Area,26-May,Ataşehir,1+1,Kule Evleri,2,0,6824701,111.4836
Plot Area,22-Sep,Maltepe,2+1,Mavi Apartman,2,2,6020960,125.41905
Built-up Area,24-Dec,Kadıköy,5+1,Denizpark Konakları,4,1,14096011,170.94152
Super built-up Area,04-Apr,Ataşehir,1+1,Bosphorus View,2,0,12114900,191.38018
Super built-up Area,10-Sep,Ataşehir,1+1,Bosphorus View,1,2,6561761,87.32882000000001
Super built-up Area,31-Mar,Beşiktaş,4+1,Kule Evleri,4,2,12422919,122.63196
Built-up Area,29-Aug,Ataşehir,2+1,Yakamoz Sitesi,1,2,13378426,209.96078
Built-up Area,08-Jul,Şişli,4+1,Denizpark Konakları,4,2,8319264,107.76748
Plot Area,19-Nov,Fatih,2+1,Kule Evleri,3,0,12936527,127.27711000000001
Built-up Area,05-Oct,Maltepe,4+1,Kule Evleri,3,1,8249480,130.0642
Plot Area,14-Jan,Ataşehir,1+1,Yakamoz Sitesi,2,1,6153082,83.6127
Built-up Area,30-Apr,Şişli,1+1,Panorama Evleri,1,1,14430104,230.39944
Built-up Area,01-Mar,Beşiktaş,4+1,Denizpark Konakları,1,1,5915558,102.19330000000001
Built-up Area,18-Sep,Maltepe,3+1,Denizpark Konakları,3,2,4871849,63.174040000000005
Super built-up Area,07-Sep,Bahçelievler,5+1,Kule Evleri,2,1,10215147,163.50928
Built-up Area,05-Apr,Ataşehir,2+1,Kule Evleri,2,0,7825645,101.26427
Plot Area,27-Oct,Fatih,2+1,Kule Evleri,2,0,21743849,231.32847
Super built-up Area,08-Jul,Bahçelievler,5+1,Yakamoz Sitesi,1,0,15062142,225.75429
Plot Area,07-Feb,Beşiktaş,1+1,Bosphorus View,1,2,7055143,101.26427
Plot Area,27-Dec,Bahçelievler,1+1,Yakamoz Sitesi,2,2,10313996,180.23182
Built-up Area,21-Feb,Şişli,3+1,Park Bahçesi,2,1,17431203,229.47041000000002
Plot Area,07-Jun,Şişli,2+1,Panorama Evleri,3,1,4417805,57.59986
